CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV)
TOHYUM,6.18172,1177.78,3.8890343553,8.1100632097,5.9976574999,-2.696864445527542,3.2328710000000003
IJODES,4.9358,374.25,1.4120373003,2.7820591752,2.7181507521,-3.613745449595255,3.494299
COKDAI,7.44624,1141.1,4.8740692337,8.3952575962,5.9404793352,-2.596198531090929,1.220691
FAVHES,4.81694,522.883,1.2999803627,2.6005344873,2.1587098939,-3.1907332804550044,2.871258
PAPPIH,3.83347,1.98506,1.6931283853,4.2628353981,3.886715287,-3.6652427509076726,0.734126
MEJZUY,5.25291,209.522,1.0643501702,2.5098214628,1.7672286233,-1.7310010414573265,2.949009
QONKUB,6.24349,2044.97,0.5371875571,10.7630351344,8.8287147457,-4.453663428534716,0.4537219999999999
QUSRIH,4.38791,427.395,0.7592443401000001,3.8830607257,3.4057487797,-4.196081520897923,1.490942
CADZIT,4.17501,131.781,0.7895357964,3.9411290074,3.9072412042,-4.277123499634252,0.513614
XIHRIQ,4.88127,509.804,1.9697237332,5.4192075675,4.1823094576,-3.562744244051449,0.434411
GADMAA01,8.25017,904.903,0.1768776326,4.5495642714,2.4990562806,-4.954016300936453,4.427572
LIWXIZ,4.12479,30.7243,0.1597932435,0.6407810833,0.6416067393,-4.798660239116336,2.50573
OPENON,4.23486,221.895,1.1443587419,2.2955904486,2.2109936282,-3.572343517299691,0.804624
QOKCID,4.30865,298.281,1.1053341767,1.6505005013,1.4770170968,-3.5851018248873503,2.628781
QUVFET,3.88602,12.6993,1.1654482823,1.9617750321,1.9001410891,-3.2596057266010185,2.95881
ABEYIR,4.69665,464.617,1.7894611042,3.8744221239,2.1145325618,-3.731323761389159,1.928707
OBOGUK,8.65239,2309.65,1.532998576,17.529583634,12.6126565579,-3.8159676070093584,3.0297980000000004
ECIWOC,5.05411,389.029,1.5521886577,2.6464587317,2.4355138351,-3.4705657955216944,2.5983460000000003
OMIPAD,5.24341,313.783,1.6992714388,3.4905843995,3.2749708124,-3.277937286980566,1.86735
FOKYIP,5.79638,1285.36,6.5421665319,9.680759634,6.8665691275,-1.1395799345005082,3.151268
VUKRUQ,8.26088,1590.7,0.4660732678,12.3956258814,10.5658811504,-4.516270100999976,0.251355
NAHFOU,5.06142,362.444,1.2562617578,4.9634145707,3.2548206933,-3.751933505282053,2.937275
FUZKAN,5.06549,305.733,1.3377342636,3.5483349385,2.9674114528,-3.7909382822331863,0.394716
FEQSIF,9.23636,2086.18,3.0851180644,18.3000610752,12.8583572825,-3.062272533737917,0.30901
TENLIJ,5.37557,989.852,1.1841064349,6.8379094863,5.2664126052,-4.024048268595634,2.58124
QAWRIQ,4.49398,325.385,2.4508766012,3.1013379064,2.355376977,-1.6421737401939869,1.542726
LUSHIR,5.64907,945.801,1.2508299359,5.0342115519,4.2512679516,-3.986981505724952,0.0964599999999999
XUDYEC,6.34584,1818.91,3.2457656088,9.6357628166,7.6248560276,-3.13776125345607,2.362762
BASSOF,4.00711,25.3509,0.6868140435,1.1012994744,0.7122414958000001,-3.199876358844703,3.051825
KEXKEF,4.72338,423.123,2.0722107805,4.6535667935,3.5724683865,-3.59337807770962,3.221309
AJUNOK,4.97833,393.951,0.9604777203,3.0003372694,2.4111420249,-3.942596377489223,1.0664669999999998
WARJAC,6.27516,1552.76,5.2557522339,11.3459827553,5.2637914353,-1.6706143258076087,0.8919379999999999
AFOVAT,8.32882,1490.14,2.2479366398,10.2557200515,8.1836944089,-3.753220843354791,2.875067
ESUSOC01,7.22634,1263.02,1.4558982756,6.8820372213,5.2805859433,-3.905815467490696,0.192826
KULRIT,5.7763100000000005,1346.84,3.1350012957,7.6105316139,6.0813384741,-3.4333539551106,4.156967
TEWGEJ01,4.12717,71.0232,0.7897891893000001,3.5807429345,2.4222435727,-4.060343492081481,0.823044
ABEXUC,4.74458,539.969,2.9043659148,4.2703658114,2.3505087583,-1.1176809894482511,1.916827
GAJZOI,4.76043,959.371,3.2446789783,4.8828988339,2.9276347253,-3.03399444579791,3.674307
HADDOI,5.28646,104.266,0.6006450189,1.0930688257,0.513396144,-3.6349989973712566,3.51647
LECGEH,4.6023,429.936,3.8052890508,8.1612314517,5.4895261636,-3.3094876206297306,0.223015
EBOCOQ,5.90692,1124.95,1.1567018093,7.4826389934,6.8299037012,-4.048189095984299,1.47783
ABEYAJ,4.73097,532.243,2.8429307414,4.0171379207,2.2285429246,-2.512905480577274,1.911096
BEXRUT,6.49399,1158.08,5.4602260121,9.6671561786,5.7523101142,-2.9641941695802894,0.820182
YUZCED,5.25441,445.5,1.7226693705,3.5185314416,2.0873562564,-3.2749373774247883,4.020153
LUWMEX,5.64862,1370.29,3.1560626873,8.2503055506,6.4661579048,-2.7442355731868817,3.386603
XEDPIH,4.84924,560.932,0.9277894954,2.4629775726,2.0639426026,-3.98049738012554,2.92221
FOBCEG,5.2298,534.908,1.0314425552,6.1100438537,4.6361180237,-4.037831518686285,0.709291
MEKDUC,4.94918,478.339,1.4713167562,3.1439983214,2.3055377378,-3.673494141960031,2.024724
IZEWAN,9.04728,1593.23,1.930476815,13.7089568825,10.7189942504,-3.434307988814309,2.699231
BEPVID,5.29029,625.244,1.0614297121,4.0729214753,2.9037929788,-3.979170694089981,2.185584
MUFYAP,6.26363,594.05,2.9011526054,5.1890026932,3.0043799328,-2.021818569720788,2.098381
AMOYOR,4.8290500000000005,533.289,1.833398993,3.7815355417,3.1242518523,-3.775992967105425,1.469637
MUKRIU,4.8773,243.982,0.8072759517,2.4322547797,1.3916070689,-3.941274172892399,1.217869
SUNJOB01,4.89634,1246.14,4.5293346099,7.1144697725,6.0432330124,-1.4881941507991527,2.34464
XOPMIA,5.53948,1236.49,1.5165074868,7.5295667074,7.0275792779,-3.903017031647061,1.687805
HAWWIN,6.94632,2227.77,5.0528124409,12.4806498468,8.1533607027,-2.6827140794097457,2.053604
PEZCII,12.50562,1321.99,1.4555947679,10.8373653645,8.4110983919,-3.539432887938998,2.920721
SAJLOH,3.93705,22.9736,4.7831787464,6.7038912885,3.7767988505,-2.5162815074395075,0.594368
APAZOI,6.38612,1550.22,5.112534218,10.2140081534,7.4528426456,-2.740886547310956,3.269393
GIQYUB,4.85877,827.732,3.0612296151,5.7978864562,4.4702435504,-0.6933627025865662,0.333304
IBATEM,7.23101,719.462,0.3533447648,2.8371452353,2.9243195963,-4.552786134385091,0.936289
OWAVOY,8.02011,1687.13,1.193285678,10.4669443238,8.8123249733,-4.034565921853796,3.58891
XEDPON,7.48304,1509.27,7.9043945496,10.6155323126,8.7369124813,-1.5111293207200889,2.818778
FIJFUA,6.58892,1119.8,3.4201310754,7.2095524062,4.8535471903000005,-2.964978730684871,2.20852
IXUWOO,6.5953,866.096,2.2742213049,6.8037005783,5.6680508795,-3.641383769277053,0.600568
IQOJAB,5.87643,1010.67954,2.3261805001,8.2101002292,7.4016560889,-3.6401588282500175,1.920418
ESAROH,4.75347,323.851,1.1892714159,2.5266175635,2.5019125368,-3.7492775607987183,1.998621
KORNAI,6.27152,710.511,1.5811368601,4.220035644,3.4429307243,-3.499729211226419,0.422905
PARMIG,4.62483,469.826,3.1680771144,4.6391327974,5.2202045703,-2.618264168528908,1.720259
XOCWET,5.57167,805.469,4.6316930539,5.5946564412,3.0924643625,-0.1208083223762434,2.10625
OHAKEO,5.91842,1010.77,1.6227197905,5.9131261777,4.3237902672,-3.816784268508885,3.251747
GELVEZ01,3.8103,4.19913,0.0705841514,3.4558772983,3.293197724,-5.298588320009046,1.554851
EXUHEM,5.5848,791.308,1.2719701528,4.5094232854000005,3.5976787853000003,-3.903312402709962,3.400113
IHUTIQ,4.64256,269.094,0.5068452608,2.6816141726,2.8064108824,-4.371753133024763,0.358839
WEMDID,5.01302,1951.82,2.2520798608,7.3154650573,4.8778295617000005,-0.6948959478182837,3.071527
JOGBIR,4.99322,108.182,0.2862173851,1.837639023,0.6824494735000001,-4.6884071755315295,2.1364650000000003
MIXBEC,12.4058,2212.27,0.5561400297,18.7886219512,14.7768544156,-4.396240902379802,0.3675299999999999
OBAFIJ,5.23118,704.744,1.1490118991,2.3508366654,1.9620134338,-2.3754477147032644,0.7464779999999998
SABZON,4.43149,183.339,1.8275137897,3.3750811755,1.7148208672,-2.6672001151113145,1.01125
BEZSIK,5.50022,1695.08,7.9239084386,8.8752165381,3.3914696813000003,-1.1508116161361612,4.728416
BOZZOH,7.87755,1864.95,0.7592028705,14.0905881349,10.5219254513,-4.234531132515936,1.869534
COKPEZ,11.53314,1489.76,4.5172337833,14.9338760665,10.8611716691,-3.4394633275407243,2.019924
DEYJIC,5.18714,827.051,4.9608463961,7.5486009755,5.1847827637,-1.2997914184712012,0.954949
KIBDIJ,4.30909,364.554,3.4822225245,3.792611527,3.0385318706,-0.3998856567765699,3.059509
CODFEH,3.78989,1.47461,4.7903035408,5.1211560633,2.1746690626,-2.859184100405833,2.025203
KUQWIE,4.08788,128.677,1.2483473494,1.3114669187,1.2808297676,-2.0476318912422298,3.644676
SARHEA,11.57288,1483.51,2.9098186919,11.7751087175,8.2350460472,-3.70418448868283,0.1103319999999999
KOLTUC,5.79654,197.015,0.2010935299,0.8601393972,0.7281494282000001,-4.720152897609592,4.444516999999999
OPOYUO,4.84132,496.392,1.1274035734,4.6652536896,3.11392016,-3.9269748748377378,1.510837
XAPGOK,4.30393,174.236,3.7915414121,4.19751265,4.1284374259,-3.59854776057166,1.024569
CUWNIT,7.16308,1546.62,2.0045440402,9.3869287081,7.5080462638,-3.5927263963758937,0.29705
VASKOR,4.41725,853.333,0.9576226415,5.3705988661,4.2970550358,-4.138659780702309,1.978741
QADWIE,4.58512,379.359,2.5849745561,3.4464030597,2.7538964334,-2.597872796566467,3.318011
TADYII,4.96323,1261.7,0.5392586178000001,6.039631012,5.6492033984,-4.442779214088643,1.2077289999999998
GEDLIM,7.1997,764.613,1.1404271514,4.9934855017,5.5057108615,-3.818796897028223,3.299524
IYEQUA,4.07083,71.3774,0.87879741,2.7030172503000003,2.2232558991,-3.987188074739396,4.085456
DEZKAW,8.13146,1392.349142,3.0039579855,12.594051595,7.7926636968,-3.4615582333494705,0.796206
HUSJUC,5.68783,861.704,2.2806540504,4.1320257784,3.6357119815,-3.564660587833201,2.716552
DATHAJ,5.55335,489.269,2.8317928244,2.997567683,1.8448231005,-0.1356800030809186,3.145259
ATIBOU,4.75824,572.311,0.2509311127,2.5946941924,2.2679603408,-4.749902178242548,0.479932
NOLRIR,4.87159,521.614,3.3260939426,5.2269600562,4.7918241697,-1.71331903064507,2.77265
XADDAJ01,6.46856,1609.35,4.8297989564,9.075528347,6.5230800267,-0.3538836109840191,2.680584
YOZYOD,6.08705,1334.1,2.6225315043,6.8008451854,5.8406440526,-3.073118107840094,3.034098
TOFQEM,4.70069,842.062,1.5940980331,5.5444653937,5.2429964345,-3.793700451615865,3.057664
CUQRUD,5.86918,1953.91,2.6991971121,10.7342654034,8.8388444681,-3.635525927543324,2.482917
DIYTEM,5.54342,1065.55,2.8629863985,6.9032175805,5.504081691,-2.877004730279236,2.811213
FAQVEA,4.28187,43.9888,1.2620268274,3.4781885193,3.0696221297,-3.732771934345455,2.920457
SIVWUR,4.87776,313.685,1.1599468049,1.7445233632,1.6693779878,-3.2021544772897323,3.031068
OTAWIR,8.76686,1940.91,2.686968613,16.2455551441,13.3048648494,-3.567189391815557,2.478066
QONLAI,6.10211,1909.45,0.6241728351,10.3157934681,8.4039359108,-4.376033681910918,0.4856359999999999
SOBZEQ,7.06044,2298.52,8.224129867,17.4867483703,11.5784648903,-2.187877779466647,3.169814
DALVAQ,4.44925,388.187,3.2498918047,3.3958802988,3.2265909909,-2.4427069905665744,3.2756160000000003
DAFSOV,3.83746,7.62019,1.677811307,3.0065657276,2.4670393441,-3.751651488702445,3.097594
EZEQOR,5.6482,911.104,1.6193640991,5.3216716354,4.5577693728,-3.83592089549102,2.107547
SARHAW,11.26396,1494.94,3.9734623907,11.6644913398,8.1506586736,-3.528042685422887,0.627175
DEQVIF,6.28134,1153.94,1.0830942593,7.896281099,6.0376623655,-4.15956517116322,0.3662499999999999
HURFEH,7.40163,1610.55,1.1839638648,9.180025008,7.5490512703,-3.909371666941506,2.563152
VEDGIW,5.91757,1236.21,1.1265292116,8.0583677233,6.8065291814,-4.093469408061851,0.255635
LAGRES,4.0512,132.15,2.4474711524,3.6418643532,2.4584816294,-1.8548968668536183,2.717003
YEZFIU,7.76134,1275.65,0.3184479315,6.437679179,5.7975072559,-4.685283994670906,4.7516110000000005
SOWYOS,5.46116,1159.46,1.931923624,7.6042298714,5.9281224966,-3.782687175198638,3.209511
YUZCAZ,5.53805,432.096,1.634176513,3.1702566738,2.0509972671,-3.3460604106505527,3.818299
WOGHEG,4.98706,511.474,2.0650449208,4.8595064243,4.3410597096,-3.4505087376636965,1.1753459999999998
ECUTON,3.86672,3.71962,0.1556614752,2.0151986436,1.9406193393,-4.951379543163158,1.887558
PASNAA,4.89594,885.193,5.3325539021,7.2520366973,4.4693948506,-2.0205640829753104,0.1976340000000001
BEPVEZ,5.76875,759.191,0.8820926049000001,4.137560444,3.0972010199,-4.142835221874724,2.180347
APEBEE,5.4072700000000005,1010.24,3.2969450838,5.2747691372,4.2775375203,-2.5046777227840464,2.3939920000000003
EVUNOY,4.88935,451.051,0.7710282061,3.2754726382,2.9283873307,-4.186671923167702,4.3100760000000005
SALRON,4.1281,130.115,0.53685686,3.5499968461,3.4424419973,-4.403529362948578,1.6252890000000002
WISVEB,8.95121,2289.74,2.5597316853,18.2915667733,11.7997182105,-3.5650177549671085,1.5041230000000003
LAGPAM,5.52911,1054.18,4.3883858565,6.6121582738,5.3901041413,-1.3352057660588967,3.241065
MICNES,5.22596,876.405,4.6857339874,10.8592506669,6.3390280532,-3.02461047406996,3.224957
VUQJUN,11.32335,1535.34,3.2639762529,14.9776324335,11.3104283159,-2.705688119097988,0.5059480000000001
PAPRUU,7.39284,655.249,0.4121320704,2.5455840507,2.5305464938,-4.4428370015553424,0.903909
RAJFAM,5.76966,962.643,1.7133475153000002,5.0715738884,3.8677287574,-3.7262419780540808,0.077854
BADHUM,4.02685,24.5973,0.3872999174,3.8362456838,2.8838751727,-4.591014231788305,3.0086
DUJRAD,6.16228,1358.08,4.3226142525,7.753507053,5.0016938428,-2.23845177157748,0.991182
BONNIC,4.09843,52.0149,2.0407312066,2.382225742,2.0823043529,-2.575987822081562,2.374224
BUSQUC,4.51085,164.395,0.8371262559,1.3952421387,1.3784405288,-3.848703713269496,0.615829
OKAZAD,4.45701,279.76,2.2120623872,3.7834187857,3.5711370512,-3.2549119298328257,2.654658
ONIXOZ,9.95246,1793.4,1.3918479631,13.2957711598,9.9477653411,-3.970206474149896,0.692828
PEGCIP,5.4738,1074.69,2.8519216022,6.4187643023,5.0415827768,-2.8407968764450726,0.752587
AMUFIZ,3.98894,29.8666,1.8385857278,2.5810574736,2.0246383595,-2.8819734900511307,0.03598
FURFOP,4.93892,685.582,1.6758385919,5.0933727018,4.2314298169,-3.7129914694802175,3.0358650000000003
QOMSES,5.8822,1805.65,0.6993229360000001,10.1127623514,8.050786448,-4.336198284767585,0.474022
ALOLIY,6.86569,873.402,7.572518967,8.5302867383,2.83102244,-1.6239233170558969,0.411883
QURSEC,6.73488,1233.31,0.767372245,6.1634855214,5.0416116343,-4.215553891634971,1.996986
LIQJEC,8.59986,1555.15,0.2219608165,6.4924983024,5.1935078643,-4.82180030085194,1.324635
RIPKIM01,7.23442,845.235,0.2092663858,3.9617812086,3.7063775093,-4.864552479981511,0.6169399999999999
XEQRAO,5.51146,650.904,1.917801694,3.7870928357,3.6135161388,-3.2884095506488222,1.941192
MUZVUA,6.29282,1669.31,1.7173351433,8.5476386993,6.9963271052,-3.513131904850149,2.55778
ZEFVOX,5.14664,268.419,1.2750699939,1.5387684799,1.3076718324,-3.1276519804805347,0.2227750000000001
VIYZIO01,4.3141300000000005,122.823,1.8455769183,2.8667243867,2.7213371122,-3.2204864798990065,1.986454
DUKNII,5.28968,226.841,0.9795658554,2.8801570634,2.1038821075,-3.903149055058202,1.509296
MUDTIP,9.11126,1838.18,1.0211710465,8.1401820946,6.3809112761,-4.0119045675674645,2.06264
TAKZEN,4.16727,187.866,0.726374591,2.332066564,2.1741815802,-4.007745687312136,3.260978
XOTXUB,4.27674,86.0128,0.4353683258,2.0608781048,2.1065740293,-4.445491457690315,1.1968820000000002
HIBGEF,4.68206,359.042,0.7807568658,3.293474242,2.867486863,-4.153983468471643,4.403593
OGAGIN,5.17696,446.31,0.9196278264,3.205641807,2.2636800403,-4.062069573770582,1.885592
EMAMOW,6.67757,815.706,1.7845005855,5.981265044,3.7621944369,-3.741087480004989,1.283116
GITZAM,3.82434,2.57081,0.1715100934,1.0577337638,0.704320339,-4.868817773851075,2.6832130000000003
EMAMUC,5.84513,629.546,2.2439747654,4.9231549557,3.0398015071,-3.4891267122034875,0.619997
FODBOR,6.80384,1881.4,0.5618452176000001,13.628448569,10.6639748808,-4.436065870955877,2.961332
ASALIP,4.03121,37.926,0.0023491659,0.2386165223,4.2775147987,-6.925055629487789,3.102946
ZEZPUR,6.86808,1372.64,3.1792334199,7.9495751587,5.596309225,-3.0810961836255752,2.710369
PAKXIK,5.56128,1068.56,2.2811157377,6.2675094259,5.2585691753,-2.8239434858926877,3.07409
ADODOO,5.9443,856.123,1.3338722856,4.4612849629,3.6779930289,-3.918224370782837,3.445564
LABGAY,4.46512,129.985,1.8053803435,2.2502204312,2.11536749,-2.5530483075460517,2.948043
OYEBIE,4.32919,141.481,1.8476726051,3.9079039087,3.5884364726,-3.688324530876562,2.870635
ZOXTOX,5.93888,418.36,1.8270212812,2.6574268975,1.7197427756,-2.13190715426518,2.723996
SISFEH,4.41588,163.931,2.0060586227,3.1716458071,1.9011800625,-2.986265598516027,1.363463
HAPNOE,5.80604,880.61,1.5254206924,6.1310486377,4.4083906026,-4.04884420393423,1.407503
TETWOG,3.76455,1.14381,1.9699662727,2.6320547164,1.9255702729,-3.064175945763137,0.260367
VOMNIW,5.04666,581.166,0.3335798371,5.1929023873,4.3841809316,-4.664642409850824,1.081926
GEDRAK,5.77362,1918.88,6.634318842,10.101954231,8.1299241771,-1.3311371804989292,2.613883
EMEJAJ,8.33992,1682.66495,0.3881422125,17.0084498341,14.6409426872,-4.602678867414619,0.921062
OGAGEJ,5.64492,1509.67,0.7968706751,8.5103843253,7.5482640757,-4.288800364768021,2.473248
PENZUE,3.89114,11.861,0.0559001714,1.5740422411,1.0145761832,-5.448847766591767,3.265447
COWRIR,5.34448,477.533,2.9979845919,5.4141318203,4.4288384628,-1.7168639250760025,0.449804
REGLOG,4.5216,368.671,1.4320616078,4.1728335856,3.2098940719,-3.778940646151277,3.270034
LOMFIC,8.71033,684.932,4.3677325649,6.8176198361,6.0297889308,-1.455969182486489,2.647584
NUBPIL,11.57277,2157.3,0.3187103566,20.8052133363,15.6590879828,-4.674763557045932,0.4692700000000003
MAFZOK,4.49041,182.134,2.3086019049,2.8049636222,1.6317802724,-1.7053552427570835,3.232677
OTAVOV,5.7034,1444.03,0.6854645085000001,8.2344809909,5.8489643811,-4.343693808279682,0.0035370000000001
SABYAY,4.49231,210.313,2.1650040626,3.7341126465,1.8280978819,-0.7956249442563421,1.000818
LOLQIM,4.98566,452.726,1.4646699659,3.2692861207,2.3546414836,-3.7136109027714816,3.510279
VOPHUF,4.5467,152.259,0.5838993908,1.3325404363,1.6270619107000002,-4.127727153775795,0.4627869999999999
NEHZIK,7.34019,1089.84,0.2977082971,5.3196778076,4.63072506,-4.7062420085148124,2.690909
XUNSAC,4.78336,664.353,2.3344354223,5.0299781933,4.7720566735,-3.538201442474891,3.259955
FEVDIV,4.11804,28.3932,0.9602124972,1.8635011979,1.6007701967,-3.842567410380529,1.492417
ZOXVEP,5.8714200000000005,446.667,2.4199045153,2.8599487389,1.8107426442,-0.8953729263866225,0.36127
FAVGIV,4.89361,549.859,1.4244715112000002,2.766955314,2.2938288185,-2.658415130693593,2.879302
OVICUS,5.87924,674.232,1.1701526267,3.2709070572,2.4056062731,-3.8727234624057054,2.810196
UZUNAF01,7.28303,909.399,0.2759624107,4.3450249491,4.0165356815,-4.73702001021996,0.656974
MUHPAI,5.12215,310.272,0.9727126439,1.8687604256,1.7443164416,-3.7875274001115455,2.779113
HIBGIJ,4.81263,465.282,0.27870448,2.6300934999,2.2486336282,-4.684428465385548,1.54746
AFOTUL,8.80212,1497.51,3.0807770737,10.295042071,8.0822724131,-2.7717973262057005,2.83269
EYULOA,4.9307300000000005,561.976,1.9087985727,3.734045127,3.5473708405,-3.5578700023225878,0.292197
MINCUJ,12.01283,1986.34,2.5759673328,21.7838349956,15.1466407792,-2.8238739987754347,3.016789
WOBHEB,11.82299,1450.75,3.8355595256,10.8173560908,7.881091493,-3.457326415991399,2.087491
MEJQEZ,4.70786,486.691,2.2464132607,5.4416282191,3.4623314156,-3.518435556797764,2.3536460000000003
DAWCAH,5.49841,774.871,1.4157230457,4.2177124579,3.5706668776,-3.805582795541398,0.54496
FIVNAZ,4.57167,579.653,4.1698923648,6.6893715907,2.4611707048,-1.0717998291938178,3.676919
MULQOA,5.82935,1856.49,2.3095001983,7.6137895046,6.0000511957,-2.831912254701316,3.068436
VIWHUG,4.8192900000000005,299.262,1.6784254405,3.2215495379,2.568944272,-3.3275991656648958,2.175307
ZIWMEZ,4.39347,400.196,0.9864598329,1.9977265484,2.021638171,-3.800541033613007,2.105891
QOCRUW,5.79604,1186.84,3.0579971362,6.307306946,5.6436469266,-3.125419621973948,3.176967
YUZBUS,5.56489,436.97,1.6346555116,3.0768925713,2.0494832893,-3.3371213379686435,3.755449
IYESIQ,5.78624,1640.84,5.9138857779,13.7710955722,9.1497389006,-2.503525631516352,3.602286
VAZROF,5.03461,642.692,1.7789158262,3.6185274188,3.4961118253,-3.6306022966522615,0.25166
IQABEJ,5.1026,496.925,3.8791103612,4.8653299088,2.2358871541,-2.1830564403845147,0.1608480000000001
POLYEW,5.14291,338.805,2.3251792899,4.3788187487,3.9455044217,-3.2545434158513142,2.5001480000000003
YUMFES,3.87977,17.279,1.0062419646,1.9966867041,1.9617277422,-3.699617585682055,0.241365
ZOXTEN,5.96521,442.657,2.3894075823,2.8242624265,1.7328696535,-1.0963512185094233,2.724423
ESUTIX,7.33038,1286.43,1.3335442268,6.9032876574,5.328873309,-3.943156106552869,0.143498
KOMJON,5.80364,194.55,0.1899682917,0.938254812,0.7304996773,-4.765849845394492,4.445425999999999
FIFPAM,4.72449,767.127,5.209766948,9.3209283823,7.7848226859,-2.734679724687239,0.8316150000000001
INOMOP01,5.44312,1113.77,5.5324637162,10.2736113503,6.0092641488,-2.800148871813526,3.067022
ASOYOY,9.52144,1904.59,2.7845953876,14.1807179457,10.9051061467,-3.306849268968532,2.341841
SERCEZ,10.07441,2178.38,1.1111167231,17.9167081479,13.5151677355,-4.063355586712147,2.866162
OKAYIK,4.91102,235.649,1.4008950254,1.925032459,1.5594919377,-3.005620809692674,2.766745
QITDII,4.34679,158.583,1.5646143047,2.5165347951,1.2772196592,-1.6325005804730433,0.8612310000000001
JUMDEC,6.63074,1493.46,0.5936192547,9.6098126961,7.3080317538,-4.428099096489525,0.898517
XUDNAN,8.67531,1711.02,3.8965802983,12.7686582462,9.0799635213,-3.2838555335897914,2.8594760000000004
OWIHUZ,7.37728,1463.55,2.7400348478,8.6090879786,7.2597161503,-3.8153199234349255,3.395251
FEDBEX,5.54956,1237.51,0.7774725706000001,6.3646096976,3.2478545556,-4.308560428927647,2.132565
VATVUK,4.75369,261.002,0.8737641072000001,3.4574257119,2.5859407074,-4.0977354135183965,0.71999
KIFWUT,5.20547,159.196,0.6296199657,2.2083522898,1.0583904713,-4.17355069879764,0.3011499999999999
LODPUR,3.98082,24.1072,1.3528430762,2.1506814162,2.1420988106,-3.605452014543843,1.337398
KALFOU,6.46523,1352.18,1.8843316143,10.5892678757,9.1722378083,-3.8272307378402814,1.5188119999999998
RUGHEI,3.7967,3.97516,2.4186314173,6.2448343681,1.9148873245,-3.717418667861148,4.603573
GOQXAN,6.22843,1235.58,4.7669731504,6.8109682614,6.3157546339,-2.239156244200416,3.327677
CIGYAU,3.87967,2.13509,0.1144338385,1.0093620415,0.9949196309,-5.0509614749027225,1.78823
KEXKAB,4.09177,75.9803,2.6597486322,4.0470299527,3.9577934482,-3.4294465531206404,2.700727
XUYDIF,3.88622,7.3351,0.3632022482,1.3017269446,1.3747301664,-4.342233977442646,1.785168
BEPNOB,10.36311,1214.16,3.0317038582,10.2732529153,7.9272444905,-3.32996670627713,0.1223129999999999
EXOZEX,5.85437,822.896,0.8393174297,6.9824870251,5.1433739452,-4.21105497903191,0.6104189999999999
DOYBUQ01,4.47276,427.042,0.8862577472000001,3.3392646224,3.526086951,-4.045627221755448,1.214883
DACXUB,5.15965,506.723,1.4478573858,2.9644758953,2.738064945,-3.536341384325497,2.5870620000000004
CUCTAX,4.38086,196.652,1.4093156452,2.5428271591,2.6079344194000003,-3.404923946328093,2.031968
YUKKAS,4.78122,357.505,2.3394986347,3.1796552574,1.5661670623,-1.1127271214646866,2.726918
XUMVEH,5.51001,1705.63,4.6232226911000005,9.5295794371,6.578951755,-1.236529327869564,2.047397
HOYROE,6.155,1012.36,1.3115156762,4.3363227427,3.5535526782,-3.936707932892759,3.394053
FOJKIA,5.14315,1061.83,3.2965932339,7.3970903677,7.2917396406,-3.4643679455016345,2.749426
KIVVOC,4.30313,229.774,4.3623207933,5.8648340713,3.0912372968,-1.1570913501866769,3.916367
ICEGED,7.44329,2024.97,3.7250968459,14.55318768,9.3121126268,-2.9470637824205914,3.049481
NANNAU,4.84074,219.685,1.1025327945,2.3512337947,2.2840612205,-3.598461609834057,2.2801970000000003
NEPWIQ,4.3412,364.955,3.2437387675,3.6394079209,2.9669314971,-0.9993317009561562,3.016913
ZOMNEW,6.0596,1104.92,4.9691638705,8.0742672438,6.781435744,-2.892688254509326,2.804367
EJAXIW,6.39565,1372.25,2.7073096202,10.7157218232,9.4183037261,-3.506151747287724,0.241304
OBAFEF,4.96935,625.448,0.7826968409,2.2094503726,1.9435309941,-3.7807089443416872,1.120775
UZANAL,4.61621,202.264,2.7183127362,4.3346604753,1.8931948208,-3.077605188254249,3.011925
INESIE,4.15862,36.85,0.2221633427,1.5316394574,1.5290662533,-4.779107750780481,0.094521
GEDSAL,5.44628,1652.91,6.6164135496,9.7794526843,7.9196401316,-1.169331792785287,2.523626
XADFEP,4.15649,179.961,3.1143324726,7.0142458063,2.9442993415,-3.473176289228189,1.055279
ZETQAS,4.38482,29.9095,0.0434150089,0.6003115953,0.9855227538,-5.5067762384270935,3.62826
MIDRAT,4.2048,132.352,1.4753873974,3.8686905412,4.1110443339,-3.819398210764992,2.831941
WOHSOB,4.76467,208.862,0.2816167022,1.4127661156,1.199988881,-4.647150146460745,0.7529309999999999
YUYBIF,5.00131,631.383,1.0261844751,3.1405644551,3.0026920322,-4.011416965860663,3.149607
ZEXKUK,5.43641,1102.08,1.3917285593,6.6500586692,4.8170830965,-4.00040582059383,0.3377969999999999
ZIKJIO,7.07783,2194.2,0.8349770927,16.1588301366,13.6776700857,-4.259450209374267,0.901508
ALUKAU,4.7868200000000005,402.883,2.6922714227,4.5454810109,2.425659456,-1.0865745381303993,3.172663
JORYUM,7.33951,894.162,0.2227685804,5.2699841387,4.0472666021,-4.833421890080348,3.487636
GISWEM,4.22229,72.8537,1.0385269351,2.286679856,2.7748843566,-3.737423149203814,1.638271
ADEGIA01,4.82721,406.924,3.0534862617,5.3139537724,2.6575156756,-2.1391244001666987,3.383019
