CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV)
OTAVAH,5.59343,1418.13,0.5085897765,7.4552102939,5.5644674794,-4.484372502892083,
FEVSAC,4.70494,232.8112,0.3886778766,3.2662081763,3.0224142634,-4.537024325538441,
NIKYOW01,4.61161,356.766,0.1858990912,2.218748513,2.1905988137,-4.885779455848855,
CURBOH,9.52504,1605.69,0.250594774,7.448814419,5.8264795805,-4.794249050691488,
NACYOG,5.74941,810.334,3.3822980167,4.9112482857,3.5946877355,-1.6664922710825452,
QEZZIF,4.67652,265.937,0.1790917332,2.7594483623,2.3816850565,-4.914930729239058,
AMUFEV,3.97307,95.4388,2.0411538113,2.8057594535,2.1754440138,-2.906137239662866,
UMEHOL,7.1388,1137.0,2.5124426099,5.6493512791,4.3039415557,-3.1193967486076137,
XATLIQ,6.68503,1627.87,2.7120437131,8.5514219503,6.7440708402,-3.2386488485622094,
USATAL,4.28921,136.988,0.4749062967,1.9226472249,1.4789805711,-4.292494547118079,
LIGHAM,5.55777,913.921,3.1042804539,6.3751784935,4.7104969209,-2.5814070668206983,
LUPYAX,7.54991,1759.23,3.682419894,12.352964665,7.9252934763,-3.022624426863415,
ZARPUF,7.04716,1700.83,0.0871884574,5.3220866894,3.814413144,-5.251367823866844,
BOPHIZ,6.90751,1251.32,2.0824022289,7.5190391949,6.2424045649,-1.8378479806690176,
TILXES,6.8474900000000005,2699.21,2.2712789181,13.7555611109,8.6224144278,-3.7677741115442864,
DUNXUH03,4.97891,1029.12,1.2001726528,7.7027741954,6.3636102094,-4.069701624871172,
j.inoche.2015.08.009,5.88855,1155.76,1.1480947652,7.284971632199999,6.9641948562,-4.08896123901658,
JUTCUW,6.94384,2490.32,0.0534035991,6.0372481405,5.6896662951,-5.4507722878195,
PIYFIO,6.275,1017.21,0.6005965826,4.260799605,2.7415762062,-4.353792387793315,
KOHLIE,6.85522,1397.26952,0.8929032318000001,8.9072534247,7.4165247948,-4.2257159369454405,
TUDQOZ,4.76721,317.045,0.9658214153,2.108484453,1.9688279534,-3.8153908942394352,
UMELAB,6.29398,1083.24,2.7571903494,5.5145948536,3.7509383025,-2.790493028022243,
NOSHIO,5.46118,811.557,0.5548532284000001,4.6543428606,3.0703507653,-4.354184881703358,
QUPZIK,3.88028,5.42934,1.7627702818,2.5737013546,1.3591892148,-3.468814969815504,
NEJSAY,4.50943,489.482,1.6509966048,5.6547739247,5.5474604741,-3.733171147421779,
XANZAQ,8.11701,1449.08,2.1481286785,11.6251383689,9.9493364326,-3.615811516442857,
TOWLIC,6.996560000000001,1848.6536,0.2671826558,9.2779150403,6.8353766238,-4.772468071252423,
XAMDOF,4.11625,75.0806,3.8642205274,6.5531030564,7.4792812524,-2.822960120458048,
ZUXPOZ,4.9428,935.775,0.4089674724,2.8741315548,2.7548162773,-4.524862202886878,
ALEJAE,19.86541,1444.83,0.283997911,22.5242067584,25.5496927617,-4.72195556346712,
SUKYON,10.7978,2694.98,0.4739907548,26.5696685215,21.6063626931,-4.509329524262619,
IWAYUA,9.10772,1435.57,0.1630851247,7.0929405888,5.8033473884,-4.977509767909644,
NOSHEK,5.7194,1225.39,0.459720084,5.5153804129,4.9494805437,-4.490491025005185,
CEHROY,5.2088,633.825,0.28459766,8.4959568756,8.1282887078,-4.710500234126143,
NUCREJ,4.13308,40.9015,0.1442118331,1.4894946611,1.2435762885,-4.955052789769689,
YANBAR01,4.64581,454.827,0.2788129828,2.3618021087,2.1604572047,-4.707278862225457,
VEMMIK,14.01468,1611.77,1.6261794863,18.1283284346,10.9477084002,-3.9347714476804634,
j.ica.2016.09.043,6.31745,878.027,0.4255736973,3.8755112694,2.7846669277,-4.558022232993356,
GAXKOH,9.78617,1577.23,0.8064332346,10.5746800613,8.0034380489,-4.301401041610706,
HEDCAW,8.17736,1843.99,2.1494289455,11.3250596331,8.7362431838,-3.330247183883078,
YARVEV,5.13258,162.991,1.1155771354,1.8689182814,1.4653269529,-3.459825747514925,
UJUQIB,10.2017,1999.5,0.5433426955,15.2785719844,12.5398120704,-4.4580901691554375,
DUCGEO,6.90363,913.187,0.7160781179,7.6094557675,5.8749245491,-4.279110042378055,
QONLEM,5.90984,1994.22,0.6422565783,10.402495051,8.524273547,-4.373212221572364,
XOQXOR,4.82657,331.784,1.073596677,2.5846804272,2.5855935238,-3.8355430450018426,
ZOFZUR,12.72726,2238.01,4.5096462962,23.9246365975,16.8645646289,-2.8634252788349297,
SUKYIH,9.64677,2325.85,0.4741395894,21.249387092,15.8498353921,-4.463877332952033,
j.inoche.2015.02.023,5.70413,787.531,3.5138687154,6.0407761753,5.2027205966,-3.100681906873557,
AVELUJ,8.10638,1522.77,1.1062088694,10.1492627231,8.679344992,-4.013376488420105,
XOVPON,5.74841,1111.2,5.8439785592,8.3151629629,4.9811075674000005,-0.5697975141701241,
c5ta04989j,7.09855,1215.94,2.3039023635,6.0259499582,4.9439308384,-2.5356460976244524,
GAGTAM,5.81126,1031.33,0.7083178057,4.5210022078000005,3.9325278202,-4.270184256677635,
IQIJIC,5.3134,446.537,1.4572142762,3.9424906198,3.0529331031,-3.7537846400227135,
YAPLUY,7.79113,1586.203203,0.4142194809,9.2802940599,8.0862404424,-4.513773609566157,
AZILEA,4.19485,22.1687,3.3129773333,3.495201513,1.3015297438,-0.9837231586258603,
MURTUO,5.36071,665.225,0.3497718052,2.7526684894,1.5911948182,-4.607707638911029,
CAVMIX,8.93942,1349.83,3.2076073292,10.225288272,8.1885060588,-3.2432049584105505,
ic403134c,5.082,645.857,2.7389589592,5.8228128114,4.3719965936000005,-3.400521949021481,
DIVQAB,4.62233,286.863,0.8740761636000001,3.6846185978,3.7124312512,-4.184662707530435,
RUHFEH,9.84183,2166.55,0.5041689338,14.9236157706,7.4226500739,-4.473416500645075,
PEFRUP01,6.70842,1153.03,3.031181722,6.994560316,5.1636098327,-3.652075067322168,
EVEGUH,6.67679,787.8580000000001,0.1445460343,3.6824244194,4.2876326,-4.996595481703612,
HOQMIL02,5.63983,927.033,1.6193272275,5.3674809196,4.5623562007,-3.8299907182614095,
HOQMIL,5.7499400000000005,957.326,1.5971968891,5.6673318876,4.695846166,-3.845019439826135,
WEBJOE,19.11149,2118.29,1.7483959369000002,19.8473453559,12.407996779,-3.871607194045784,
LATBUG,17.59724,1740.81,0.2784334925,28.6904098716,24.579879885,-4.730874824995149,
KIRTOW,4.82875,290.62,2.2661174679,3.1084578824,2.2452545667,-0.6100157315152562,
ZURQOS,4.62363,866.853,3.6504474076,6.1065670546,4.7866855837,-3.028101459540072,
WARFAY06,8.02332,1909.48,5.6603440374,13.0263417791,10.0926420354,-3.2358530208855547,
KONFIE,4.23932,86.2939,1.8387138443,2.6210586279,1.5512533509000002,-1.6360234410157986,
UCEXEG,6.31608,1152.19,3.7507769044,6.6624999043,4.4017058289,-2.377821219543288,
QESRAI,4.40312,465.479,0.9026485611,4.3545144251,3.0351254388,-4.106384691423753,
ECUDEM,4.870950000000001,460.503,5.4401576213,6.9769925729,3.0479299816,-0.779355915330809,
OXEVOE,5.9996,607.8006999999999,1.1338726134,3.1798438394,5.0257533188,-3.860432584491973,
YIXZEM,8.10881,848.147,0.3231388981,4.0419864998,3.5760813622,-4.701363033399495,
cg200615s,4.28794,142.738,0.8810795357000001,1.4087347221,1.291123791,-3.60796114079256,
HIXDOH01,5.14922,429.025,0.3261207907,3.9975164269,2.5393413505,-4.627948236246917,
EGATAI,7.25975,2031.31,5.8233571676,13.2687544925,8.8721054829,-2.741085087402253,
IMUKUW,0.0,2133.7,1.9453514909,21.7494231133,16.4759239839,-3.305483423729601,
MOMSIS,6.17338,1225.71064,0.262785583,4.5792699153,3.120214701,-4.744976078979681,
c6cp03028a,4.4022,426.441,0.4396693649,3.6285134658,3.3894313884,-4.499290231975849,
ORAGOF,11.1071,1605.49,0.35289338,10.1692908495,7.9701949544,-4.2597526112542745,
SOQHIR01,5.29124,606.956,1.1163443112,5.2428483535,4.2293718965,-4.026727559648956,
POCPAZ,6.39676,1491.7,2.3077323972,10.2268447941,8.2302022976,-3.634190157460184,
XAPCOJ,7.1885200000000005,1420.86,1.4016660125,9.6686097336,8.4307206555,-4.070906150376982,
VUGXEC,7.75346,1084.4946,3.8238065414,9.8466300704,7.3003807893,-3.4396055164401664,
FORQIN,9.58088,1811.76,6.4182455504,14.47886176,7.6823909028,-2.335508455509425,
XAGCUE,6.41175,487.41,1.2663702247,3.1202106231,2.1733724568,-0.9861856586271512,
COQLAX,0.0,456.127,1.2392147564,3.0835229918,2.8727606052,-3.5772263706908856,
REXFOR,8.55578,1554.14,0.2256470794,6.3613816957,5.0846056077,-4.826440806554858,
FAGMOS,4.83565,445.3,2.069496441,4.7936207149,4.5919432108,-3.5602300733519083,
LORROB,6.37003,665.611,1.188951218,4.0749243652,3.2575621809,-2.1522971953947896,
j.inoche.2015.03.024,4.34289,147.213,4.035272132,5.1309561952,4.7255820508,-0.4743799718316224,
OWIJIP,7.46558,1456.49,2.7587573356,8.6118004613,7.3208953491,-3.808074148288564,
VIQQUJ,4.62845,787.309,4.4019957729,6.7935383958,5.8302026531,-2.915066425063284,
S2052520616002663,5.40368,627.229,1.639855771,3.8847944279,3.7343346391,-3.5977816191278,
WOHZAU01,5.57953,552.732,3.1699641221,3.8005171482,2.6729815228,-1.360643021514136,
EPAGEJ,5.19961,408.341,1.5196212724,3.8636599846,2.3766490985,-2.623727885951248,
ISIYOZ01,3.99213,72.5409,1.1457495856,2.8547409269,2.4211792836,-4.121790825188191,
NEXVUI,9.07531,613.857266,2.0990617382,5.3169725331,3.3487799987,-3.1071593859725524,
FILYAC,5.64031,1219.758,3.8227989733,7.9519023114,6.5614405146,-3.228455877246525,
SEFWAD,11.60905,1305.93,0.3336890941,11.0112137822,8.0053459923,-4.629105890273851,
ASEKAM,5.99031,1178.12,3.4988482087,5.8755734059,4.315647924,-3.2423322425528425,
VATVIY,6.85041,927.242,2.4597137329,5.3712518868,4.2419081235,-1.743481892602988,
LOGBAK,8.33905,1049.08,6.9514815426,8.0193351423,6.6891706168,-1.9571410877283253,
c6dt03637f,6.32934,479.174,2.1762198775,3.4143851386,2.128029916,-2.6190546975080085,
OVUCOY,6.51812,943.581,0.1818667804,2.5007900735,2.2077066499,-4.899819069257671,
XOHLEM,5.52611,1351.57,5.1413382798,8.3560006238,5.8177557775,-1.0284472376339435,
GAJVAQ,4.41782,160.837,2.2853857912,3.8603389466,1.7673657801,-1.8382547747091105,
EPISOM,12.63938,2112.01,0.8858275503,19.3814407366,15.5244267741,-4.1228677546977455,
HUYKOB,12.11737,1226.56333,0.1127021082,9.1320700493,8.1936186276,-5.114608810159439,
TUWFUN,8.62108,1045.74696,2.3591503527,5.3038475062,4.6801757062,-2.529114896695956,
VUKJOC,4.9896,479.2,1.6782887068,3.9123642093,3.2203998786,-3.449225146899083,
TAFPOG,4.50085,314.552,3.5944947659,5.0566177265,2.585671853,-2.5481168948383277,
MOFKUO,10.06674,1541.72,0.3303591788,12.4555994745,10.1946056047,-4.661290573645252,
HELDEJ,5.22361,309.346,1.0023949787,2.7407088786,1.7089178102,-3.8236424553146655,
EQOCES01,5.48857,673.979,0.8228266554,5.7377336176,3.7131495876,-4.130229854258329,
JITQEI,4.74821,612.367,1.5293342807,7.9750236221,6.1444624791,-3.9440371409014863,
MALRUM,5.9367,899.351,0.5659194966000001,6.470930762,5.1244276105,-4.392997736835536,
POSGEL,4.66008,179.481,0.9151668564,2.4074125996,2.0426688859,-3.990018246682693,
WUTBES,7.39924,736.349,0.3202774704,2.974473695,3.0560515084,-4.6259797530504985,
HIWLEG,4.25056,317.441,0.5807596693,4.8154772981,3.4778600118,-4.349064321676625,
WUJSEB,7.72445,1183.33,2.0739578259,6.1011136476,3.1527814569,-3.224784345982864,
PENYIR,5.70014,655.11,4.0071087461,5.527679984,3.7108806796,-2.35846342697344,
JUWBIO,4.41179,367.958,2.1799458733,5.3296761103,2.7931361092,-3.399199114633685,
RAXQEO,8.85312,1202.19,0.5201976025,10.5490552345,9.7218183019,-4.4750770717985935,
DAWWAB,9.11595,1127.83,1.2295443422,4.7210574811,3.7056786487,-3.81207337536566,
FUYCAF,4.03019,209.578,3.5178718351,5.7793042453,5.3587874201,-3.313326200737457,
NIFTIH,4.90975,543.638,3.617001255,5.438181577,4.6269994784,-1.845944435604267,
ZACHET,18.23634,2008.85,0.1718283755,20.419211185,17.2522778337,-4.9432628034516535,
acs.inorgchem.5b02108,7.194,1398.72,4.5543434429000005,9.68675374,8.1873472345,-3.5644948600306585,
FAVGER,5.35311,738.108,2.2083152871,3.5531847322,3.0691457317,-1.0432861615549938,
VABLUG,5.29392,313.419,2.5104546566,2.6283134453,2.6285764251,-2.5634080432052304,
LECFEG,9.36969,2037.28,0.6173256136,12.8013780035,10.883547109,-4.29867729221149,
NIGDIS,14.03164,2099.51,0.5844288631,20.9904604295,16.2965029921,-4.38427609271706,
PUNSOH,6.39889,911.492,2.0202813811,6.9018711076,4.2529797416,-3.505610226825799,
FUVBOP,10.72258,1716.64,0.4531876482,12.1459750817,8.7447021205,-4.489004843699438,
TISHAF,10.6324,1788.77,2.0402175202,14.6950416481,12.2045321222,-3.8163287974286377,
GURPIT,9.17432,2312.96,0.0535033936,10.6066325627,9.3186235236,-5.447504562836123,
AROFAP,6.18036,1138.54,3.3874932739,7.5805632028,6.0062020767,-2.8210345573487974,
LACZIB,9.35168,1907.93,1.4045722883,16.8143492534,13.6104012058,-3.843568978294623,
NUDLEF,8.75721,1101.9627,1.6310297924,7.3073890406,5.7417334009,-3.1271610518291566,
GEHSAN,4.21897,68.4393,1.9674221738,2.3950058249,2.0773059941,-2.742287834591501,
ja203898s,10.52526,1244.46,0.7810438857,9.9725467404,8.4540499303,-4.238126263915841,
NODKIB,5.63153,730.625,2.8335837776,4.8639368184,4.0465376346,-3.189634390469269,
ATEYED,7.47545,3126.66,0.6953460167000001,30.3993768186,23.5315762055,-4.269729815534985,
VAQTUF,10.13523,1434.66,0.8101624911,11.4131007732,9.1692566098,-4.223774767162291,
IYAJID,7.03999,1323.46,1.0187815437,7.4089449056,6.4505246507,-4.147584057322916,
YOYBUL,7.16525,1766.65,1.4591010403,11.735453126,10.4991026942,-3.8991334017366697,
LOQLIN,14.25248,1137.93,1.9639178319,11.7751022518,9.2953818734,-2.940891182086406,
BUSNAF,7.07895,632.564,0.4341991423,3.4485301207,3.5466391601,-4.502019083600324,
RAHNOF,19.03849,2088.07,0.3712480354,21.3822493776,16.3858379666,-4.576198911947628,
OSUGUG,5.24214,711.002,3.1456401818,8.7825131352,6.5772535223,-3.366324546389768,
YOYQIO,6.67565,797.681,1.7476658902,4.9814295482,4.3446388743,-3.514633534291677,
CEFDAU,3.96523,144.526,0.3913115003,4.8084751548,4.4268211993,-4.557876278821287,
OLUROC,5.45136,442.443,2.3440770724,4.632667037,3.9508262442,-3.4317196405381907,
ADABIS,3.98906,47.9063,0.0435013812,1.5231651215,1.793071189,-5.553307533628473,
DIVMUR,3.94175,51.4803,0.1403226346,3.0057013483,1.7769918772,-5.017729219350753,
VIMRAM,9.39066,1601.95,0.4667910137,9.2670698009,7.4197739165,-4.506599115122594,
REZXIE,8.61965,2225.16,1.008326272,14.755358686,8.0812316574,-4.1452932558959406,
TEQVAO,4.70544,226.411,3.3502390833,4.689077703,3.6621697456,-3.045298828342016,
MIMVEJ,4.71676,584.937,2.9062776229,4.8992047502,5.2638898949,-3.067139804029948,
VAMQIM,11.48256,1455.52,1.9394094911,11.4887015726,8.0663758194,-3.898208261987548,
IBUYAH,4.28353,133.932,0.2861413781,1.1459717709,1.1706931124,-4.577980073552986,
ZOFZOL,9.41161,2394.95,2.2684679812,20.7586227075,14.0806079355,-3.607968184624173,
UMIGAA,8.23557,1711.9,1.2201301555,9.4169848785,7.7943870534,-3.875759953494105,
VALWUD,10.17237,1900.202,0.6796521718,14.6005445024,10.7855075577,-4.37724732999001,
BARJEM,9.69267,1489.08,0.1608887722,6.8653516276,3.31416048,-4.971046671217989,
IFEPUG08,6.7666,503.354,1.027530582,2.4043399955,2.2679425097,-4.27185895260451,
MIHLUL,4.76281,214.196,1.2772811511,4.1675695463,3.3853486514,-3.574863739006462,
YARBIE,4.91122,300.289,1.8927049686,2.9698104961,2.9501741667,-2.841308895464417,
JETZAK,6.92889,1708.91,5.4711352829,15.9308762634,10.9357107286,-2.250712893704561,
YIWBIR,4.82964,1079.51,2.9487729599,6.9913843454,6.2245794224,-3.5377952312471463,
DIBQIQ,8.63632,2031.13,1.3462291213,15.2194558064,12.8860578098,-4.0225356773271255,
FEWWOV,6.50134,974.47,2.0717392692,9.8775231692,8.5060688516,-3.767985334989816,
AXINAX01,19.47488,1502.18,1.5285226056,26.7947263348,18.7160716458,-3.808289157311106,
UBOGAV,5.07523,412.653,0.9901945765,3.0878499526,2.1548262222,-3.839930831201333,
ULOGIL,4.16035,120.311,2.6631996763,3.3650533123,1.9770070447,-2.340221617637345,
HAFWIW,5.35067,1456.4,1.1114029761,5.9516473708,4.2185228757,-4.035379315179505,
CUWZIF,6.90107,1084.39,3.4497475767,6.6019838099,5.3534068197,-2.131892443877477,
GARPAR,4.88792,594.975,2.1417246404,4.4493499901,3.57954043,-3.536472808142976,
TOPKIT,8.32819,2104.98,0.9267791449,11.8747584504,10.0438067897,-4.208089102367268,
IQOKEG,7.17756,1462.26,0.6407007833,9.9415831089,8.5627965524,-4.3707770041029255,
MUDTEL,19.09514,2075.08,0.3341852135,22.1434502063,16.8455719458,-4.632213725636134,
NATYAK,5.01315,337.823,2.3065490915,5.6967086002,4.4768988055,-3.5647498520826084,
TUFTAR,3.78507,1.45992,1.5706439947000002,2.7273082409,0.440057561,-2.977221200136965,
CENKAJ,8.21931,949.406536,1.9771394158,6.9442671666,5.141231623,-3.217899480472411,
HIWKII,4.49598,153.699,4.9150993814,6.7396381084,3.6103096132,-1.2549556725885405,
BIWSOQ,15.33666,1705.25,1.6183813041,11.8282946559,9.6090595303,-3.903754096469244,
ATICAH,5.2478,668.855,0.2496090276,2.6490721273,2.31982823,-4.748855964140443,
MIJYEK,5.3671,394.341,1.101415637,1.9995504035,1.4218242538,-3.711241191210981,
ESEQUO,5.9241,780.2456000000001,1.7683700952,6.2477357566,5.3970635596,-3.482387168337882,
ASINIB,0.0,1753.47,0.4808500208,17.4931005482,14.0730996196,-4.477005747749223,
PEPBAO,5.10254,577.063,0.8430551281,3.0310854774,2.508333816,-4.098313965297096,
ATULIM,4.7399,416.131,1.0005582354,1.7702721489000002,1.6784684146000002,-3.731761453286371,
HAYLIE,7.09546,1496.6,2.2142641508,11.1298738947,9.092530485,-3.6672283721463774,
PEVQIS,14.89727,2165.89,0.326307123,20.9184457309,14.7275067274,-4.664445822984589,
HIQWOV,6.76103,1572.6,0.5968658378,8.1934003648,7.2047860643,-4.374927403445658,
IFEPUG03,6.9924100000000005,441.348,1.3571221482,2.6025736732,2.2307341968,-4.205566330692916,
CAWVIH,6.49654,691.644,1.3763032392,4.4292207624,4.0931361274,-3.945069191855528,
HEZPIL01,4.55228,694.982,6.648329128,7.4989152459,4.6963292844,-1.5302515994948336,
HOWJEK,3.99229,113.299,0.2822085987,1.943225449,2.7741473182,-4.650493241098489,
TASWIV,7.31506,1635.81,3.4460072507,8.6136916473,5.9695346235,-1.1303037163566505,
VUKTOM,6.2708,977.829,1.9806765254,5.0372813926,4.3866184644,-2.415217750803302,
HIFGIO,12.5848,1586.29,0.5885821695,14.5669040503,12.0749255917,-4.394978469330557,
NOQKUB,5.39399,1472.11,2.1141868926,8.3183434671,7.8741948789,-3.6906679801240174,
TIGNII,8.27711,1723.82,0.6292471314,10.6529792476,6.933551418,-4.358668694719493,
VAHJIA,4.59495,495.002,1.8334322489,5.9239860307,4.3440152931,-3.3629017121482376,
EDUVAA,11.12176,2233.78,1.0475086364,19.0531472565,14.9219654887,-2.8554008873277605,
DEZCER,4.88214,690.749,2.8898816565,9.1355824291,5.7894796028,-3.549573821877104,
EWASIG,6.45735,1928.07,4.7918143565,13.0436965987,9.1372940016,-1.0172752565755627,
GOWHOR,4.39237,278.048,3.4579773175,5.1911095196,3.5630732655,-1.733556618703726,
REXDOP,10.39698,1581.81,0.1981753858,7.2709574216,5.7689884951,-4.880836523634829,
HURQUG,6.31005,628.652,3.4615604214,4.6181441549,2.1912574457,-2.553076240643111,
UMOBEF01,11.72616,2634.14,0.3280776119,25.9108688092,20.1272364099,-4.662261282766133,
ROMMAJ,10.96057,1674.95,1.3480479762,12.3190878434,10.1072101011,-3.800165319039413,
PACYAW,5.32104,1230.21,7.9266578196,9.1473684808,7.7193747598,-1.2825059129585068,
POLBEX,8.55331,1040.97906,2.0903251847,5.4755005512,4.8183056464,-3.007232259503573,
TIDLID,4.2096,422.4228,1.1405590605,7.2683699819,4.3595631408,-3.977381949955336,
TATSAK,6.11386,1487.65,5.5724675952,8.5468418615,6.2925507445,-2.244099239815206,
UMOVEZ03,10.92239,2756.32,0.4047859906,23.9289990431,19.0930626219,-4.572497661966716,
c5ce01087j,4.23185,106.292,1.4231146608,2.418795861,1.4249286801,-3.1695075667509114,
ARAGOR,6.01834,1090.77,4.0636288591,8.4729902802,5.4960788696,-2.8785714816320374,
TUTJAU,6.55313,1306.64,4.4857953909,9.2548278161,6.9120141514,-3.1845424629614327,
VEJYIT01,6.55973,1732.94,0.6088511771,10.0838565161,8.0698659822,-4.378649204314025,
PEKCUF,8.20333,1904.53,2.5521009034,15.1689396447,11.532536838,-3.221273690320541,
NADNEM,6.17658,593.895,2.2857210662,5.9576844836,4.2805557338,-3.4789561108556737,
TIDSEE,4.75281,133.552,0.6410636519,1.0910583034,0.4850982208,-0.6428811737073208,
IKEBUV,4.87862,1212.94,3.1429454524,8.4760664599,5.9648641903,-3.705077673535689,
NIKZEN,4.82301,473.106,0.2732139366,2.4322101904,2.2061747691,-4.703525678037988,
UVEWIC01,4.92418,787.54,5.3999662138,10.4963107657,4.7853501289,-2.7404634575035867,
ZUCKIT,0.0,1451.195,4.6226904064,21.9229847527,15.9621474218,-0.9850051045672036,
DUFZUA,7.17076,416.629,2.4656540419,4.7181520497000005,3.958081558,-3.485271660885552,
SOHBUO,4.82292,502.327,0.9992771296,3.3634893482,3.5802144963,-3.957593828482641,
YEZKUL,5.95403,598.047,3.6657547258,5.9884378476,3.7181524984,-2.196857793709348,
LAVTOT,6.8656500000000005,1354.84,2.2589350882,6.2626440778,4.9598649725,-3.641085287045261,
MATBAM,7.54049,1433.41,1.6096423633,7.5043558099,5.8035424147,-3.579684415083244,
GEDPAH,6.03167,732.277,0.1202665322,2.9126122766,1.9684820323,-5.087222805480087,
UBACOR,5.7806,703.505,1.5702450077,4.2551386562,3.4303392042,-3.7312652798437935,
IHAJIL,5.45406,1104.61,0.4129380273,4.0533374336,3.6233607618,-4.529000362138492,
VEWKUF,11.97194,2038.7,0.2944638983,23.5333879792,19.3937063323,-4.707653090828995,
DIBQOW,9.37426,1976.06,1.2913482106,15.3988037667,13.1208419832,-4.027690221669697,
ACUBAB,6.48174,1004.79,0.3062458383,2.6095684809,1.9483708219,-4.68106060843933,
DAWWEF,7.03379,1948.9,1.6784121233,11.0766583866,7.5272834714,-3.9420677726193913,
ETAYAA,7.06595,1857.47,6.2723971595,11.0078813417,6.5938291899,-2.0147069336452166,
WUNVOR,5.13748,723.7785,2.3749341709,6.8971197044,6.2831520433,-3.625354284220893,
PUDSUD,7.08521,2006.63,3.6001785269,12.0733396491,8.5603081804,-1.3276564193958715,
PEKDAM,6.66878,1927.09,3.1336699891,14.1886317837,10.85882304,-3.1667196228578263,
FEYJID,11.05011,1519.6714,1.4950912479,9.372590159,7.0088387699,-3.827251161017256,
XISKUF,4.31794,228.791,3.1713717114,3.6317487506,2.7833294354,-0.7443151109902414,
TUGTAR,4.77865,651.5867,3.277650904,6.292319765,6.1494288694,-3.3286308894227905,
SOTBIM,5.21188,416.168,5.784203603,7.2892758238,2.3930702312,-2.2815406631376414,
BUVXOG,6.82532,664.175,0.3150837421,3.1695388162,3.6194674897,-4.689400140044072,
KUCXIP,5.74067,1536.03,0.0582331666,4.726964784,3.9123550639,-5.402294943857514,
NIZZOM,8.52507,1693.250596,0.5464042822,8.798806224,7.3169068409,-4.387724883457811,
NEHMET,4.71483,1094.06,1.0224312006,6.4736219835,6.2072007219,-4.114573753762101,
OYOSAX,5.10436,785.791,3.9227722117,6.2556751413,4.0471743476,-1.9764800479614264,
UMEDOH,8.3593,1585.41,0.2464020336,6.574465916,5.3229285218,-4.793125572019611,
j.jssc.2015.06.039,5.49096,489.311,1.8834998492,5.8367517033,5.7733134799,-3.415520643145482,
HURGUX01,4.95927,387.705,2.6382428164,3.8437888373,3.0452612788,-2.9011417753067663,
GAQKOB,4.0449,24.4631,0.6294610146,2.6581429985,2.8172364944,-4.189975939594547,
KOZQEX,22.4236,1912.91,0.2232726539,23.539021631,19.7840528243,-4.837107159285745,
LUDVIP,6.92788,979.644,0.4078440513,3.9758907155,3.4900703062,-4.517057848991388,
FUMJAA,6.69521,1837.8,1.8239509141,10.3050233952,8.7579518629,-3.847821772402397,
MODJOG,5.59367,2527.82,0.1581935252,5.2341896069,4.8482602154,-4.980439252756938,
acs.inorgchem.6b00661,10.10039,2610.92,0.6039255597000001,25.8836654203,20.198063464,-4.412081476114199,
VIRQAO,3.90126,32.9175,2.3855565127,5.0075734469,2.020364081,-3.2555176901066107,
WEYQAU10,4.56818,1102.3,0.6555599623,7.4392813264,7.1908837058,-4.3381220332707855,
KILJEV,3.8471,3.50966,0.5145010806,2.5021418416,0.8401603766,-4.347993602843645,
GUVLAL,8.46005,1604.6,0.6350641863,8.4523508417,6.7568358355,-4.3208629418262765,
HIHFUB,7.23376,1431.96,2.8112261766,9.6296120545,7.5947352639,-1.3353824659466278,
ERIWAF,10.65116,1970.02,0.7885997552,15.3391804639,11.4798846636,-4.166817814325116,
MIZPUI,11.48015,1982.67,1.7396552427,18.9311060817,14.6424580404,-3.501003389483926,
NEDMEP,4.8267,520.769,1.8539979115,3.964956459,3.4891582934,-3.718139759724648,
ORAJAT,5.30148,227.288,0.5614828371,1.4282602971,0.5168933153,-3.7892909780667066,
AQOLUP,0.0,1610.095,1.1970466193,16.934730403,11.9311320095,-4.094637551334918,
KADLUZ,14.27976,1722.39,0.7234239556000001,11.9992154581,9.5805069167,-4.300099865038895,
UJAQEC,4.46683,491.073,2.8773220897,8.359533889,6.8107912088,-3.5580300813814967,
VARJAB,6.78948,1302.01,4.8848660167,11.3068117996,10.8434362505,-3.468892947099474,
KEXFIC,4.90739,366.191,0.2164476686,2.2126616371,1.7619911611,-4.774442620876986,
ZECKOJ,10.01013,2140.03,0.4269298319,18.8717659451,13.9958486673,-4.536909181412162,
REWSUJ,7.20015,1108.7,2.0456848195,6.9114188669,5.3616838291,-2.6279132039484545,
LETDUK,7.09435,2101.33,0.7925380338,13.8969950805,8.7305628874,-4.293887580017818,
FAYPOM,8.33734,1640.64,0.4696451027,11.0636902532,8.9365812686,-4.493936250904976,
QAJJOB,5.4172,605.396,2.5485543809,3.0528459037,2.4498925723,-1.5771984808742872,
WEMDAV,5.02432,372.208,1.9072849421,2.589402542,1.2520893452,-2.547943557158985,
SUSMIE01,3.95995,77.3235,1.3618634441,3.0032283698,1.7584115553,-3.440190294463666,
FAHQEN,5.12084,283.767,2.1678036956,3.2987196457,2.1644872977,-2.4181185786418125,
FAFGAU,4.21105,120.418,2.8217139006,3.5027674859,1.9382511842,-2.751994837474678,
VULKOD,5.01507,516.681,2.6331547588,4.4034772182,2.7751788686000003,-2.951391192224541,
